,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
1415,Manhattan,225,4,51,Medium,172
1416,Brooklyn,165,2,179,Medium,0
1424,Staten Island,299,3,59,Medium,245
1427,Brooklyn,120,3,254,Medium,271
1429,Manhattan,263,30,11,Medium,33
1430,Brooklyn,120,20,32,Medium,149
1435,Manhattan,433,5,108,High,318
1437,Manhattan,140,2,248,Medium,0
1440,Manhattan,250,4,43,Medium,347
1441,Manhattan,145,3,39,Medium,44
1444,Brooklyn,150,3,18,Medium,68
1445,Manhattan,234,20,29,Medium,302
1446,Manhattan,150,1,11,Medium,0
1448,Brooklyn,195,1,39,Medium,270
1451,Manhattan,595,5,59,High,169
1452,Manhattan,109,1,323,Medium,276
1453,Brooklyn,200,3,56,Medium,365
1459,Manhattan,349,3,58,High,341
1461,Manhattan,160,2,83,Medium,105
1462,Manhattan,149,4,12,Medium,203
1467,Brooklyn,200,3,15,Medium,0
1469,Manhattan,197,1,108,Medium,269
1471,Manhattan,127,3,182,Medium,264
1472,Manhattan,110,1,37,Medium,365
1476,Brooklyn,139,2,211,Medium,19
1477,Manhattan,113,1,93,Medium,2
1479,Manhattan,295,4,72,Medium,122
1480,Manhattan,2000,30,59,High,364
1481,Manhattan,220,2,18,Medium,0
1484,Brooklyn,199,4,78,Medium,65
1485,Manhattan,200,3,17,Medium,5
1486,Brooklyn,140,4,15,Medium,365
1489,Brooklyn,109,31,114,Medium,110
1490,Manhattan,108,3,161,Medium,24
1493,Manhattan,141,2,46,Medium,346
1494,Brooklyn,355,5,19,High,301
1496,Brooklyn,250,2,70,Medium,0
1503,Manhattan,167,5,32,Medium,341
1505,Manhattan,125,21,12,Medium,267
1510,Manhattan,199,6,40,Medium,0
1511,Manhattan,179,14,37,Medium,284
1514,Manhattan,129,30,43,Medium,256
1517,Manhattan,250,1,60,Medium,148
1518,Brooklyn,249,4,19,Medium,362
1520,Manhattan,119,1,96,Medium,0
1521,Brooklyn,179,2,77,Medium,0
1522,Brooklyn,220,1,115,Medium,96
1523,Brooklyn,198,1,294,Medium,233
1524,Brooklyn,155,3,66,Medium,309
1527,Brooklyn,550,4,173,High,258
1529,Brooklyn,380,4,62,High,170
1531,Manhattan,165,30,27,Medium,128
1532,Manhattan,105,30,96,Medium,295
1533,Brooklyn,134,2,119,Medium,0
1539,Manhattan,120,4,31,Medium,0
1547,Brooklyn,220,1,404,Medium,341
1548,Manhattan,230,2,27,Medium,101
1549,Brooklyn,150,4,79,Medium,246
1551,Brooklyn,150,3,32,Medium,365
1552,Brooklyn,150,3,76,Medium,266
1554,Manhattan,130,7,11,Medium,0
1556,Queens,120,3,60,Medium,281
1560,Manhattan,399,7,104,High,42
1565,Manhattan,175,5,56,Medium,263
1566,Brooklyn,330,3,51,High,19
1568,Manhattan,240,5,86,Medium,344
1570,Brooklyn,210,2,75,Medium,309
1571,Brooklyn,175,1,363,Medium,323
1573,Queens,120,3,51,Medium,253
1574,Queens,120,3,55,Medium,289
1576,Manhattan,495,3,29,High,22
1581,Brooklyn,120,3,12,Medium,15
1585,Manhattan,150,5,17,Medium,36
1586,Manhattan,144,4,70,Medium,198
1590,Manhattan,195,3,17,Medium,26
1591,Manhattan,200,2,59,Medium,0
1592,Manhattan,169,5,62,Medium,249
1594,Manhattan,375,2,33,High,346
1595,Brooklyn,168,2,158,Medium,253
1597,Brooklyn,129,2,129,Medium,36
1599,Brooklyn,199,3,50,Medium,47
1600,Brooklyn,199,3,116,Medium,36
1602,Brooklyn,160,1,17,Medium,0
1608,Manhattan,200,2,23,Medium,0
1610,Manhattan,200,3,203,Medium,260
1615,Manhattan,155,181,82,Medium,188
1616,Manhattan,249,2,111,Medium,28
1620,Brooklyn,195,2,80,Medium,364
1630,Manhattan,350,1,237,High,0
1631,Manhattan,259,2,20,Medium,17
1633,Manhattan,199,7,66,Medium,142
1637,Manhattan,125,28,19,Medium,267
1639,Manhattan,170,7,83,Medium,203
1640,Manhattan,199,3,219,Medium,212
1642,Brooklyn,125,3,270,Medium,300
1643,Manhattan,155,5,18,Medium,90
1644,Manhattan,120,4,132,Medium,267
1645,Brooklyn,220,3,151,Medium,115
1648,Manhattan,179,4,213,Medium,277
1650,Brooklyn,575,3,12,High,0
1656,Manhattan,200,4,11,Medium,259
1658,Manhattan,400,3,46,High,175
1659,Brooklyn,149,21,52,Medium,0
1662,Brooklyn,125,3,104,Medium,275
1664,Brooklyn,105,5,227,Medium,234
1669,Brooklyn,250,3,61,Medium,0
1674,Manhattan,133,6,22,Medium,5
1675,Manhattan,155,5,63,Medium,235
1676,Queens,140,5,15,Medium,260
1678,Brooklyn,103,2,58,Medium,69
1687,Brooklyn,115,2,91,Medium,258
1688,Queens,299,2,67,Medium,322
1689,Brooklyn,175,13,64,Medium,116
1694,Brooklyn,165,1,41,Medium,19
1699,Brooklyn,312,2,302,High,246
1702,Brooklyn,155,3,13,Medium,0
1704,Manhattan,165,3,276,Medium,146
1705,Manhattan,120,3,22,Medium,365
1711,Manhattan,350,2,13,High,0
1713,Manhattan,280,4,97,Medium,48
1715,Brooklyn,230,5,72,Medium,325
1716,Brooklyn,200,2,72,Medium,52
1717,Brooklyn,150,5,52,Medium,311
1720,Manhattan,140,30,18,Medium,182
1726,Manhattan,189,2,68,Medium,63
1727,Manhattan,190,2,185,Medium,0
1731,Brooklyn,149,2,67,Medium,329
1732,Manhattan,160,1,148,Medium,295
1736,Manhattan,135,5,18,Medium,0
1738,Manhattan,225,1,50,Medium,265
1740,Brooklyn,145,3,121,Medium,45
1741,Manhattan,210,1,108,Medium,305
1744,Manhattan,140,2,34,Medium,159
1746,Manhattan,295,10,11,Medium,0
1751,Manhattan,159,2,260,Medium,141
1754,Manhattan,210,30,48,Medium,36
1756,Manhattan,220,6,23,Medium,0
1757,Brooklyn,199,265,20,Medium,90
1758,Brooklyn,225,300,13,Medium,0
1759,Manhattan,350,6,13,High,0
1766,Brooklyn,115,4,12,Medium,0
1769,Brooklyn,150,4,13,Medium,15
1770,Brooklyn,101,2,32,Medium,0
1771,Manhattan,130,3,26,Medium,19
1774,Manhattan,115,3,186,Medium,237
1775,Brooklyn,128,5,154,Medium,301
1777,Manhattan,192,2,41,Medium,0
1782,Manhattan,158,5,39,Medium,0
1783,Brooklyn,115,2,25,Medium,89
1785,Manhattan,173,4,16,Medium,0
1787,Manhattan,465,30,47,High,277
1789,Manhattan,195,3,61,Medium,134
1793,Brooklyn,200,4,13,Medium,0
1803,Manhattan,139,45,16,Medium,0
1804,Brooklyn,160,30,19,Medium,59
1810,Brooklyn,119,5,42,Medium,0
1815,Brooklyn,190,3,76,Medium,48
1818,Brooklyn,185,30,36,Medium,358
1819,Manhattan,225,4,92,Medium,67
1821,Manhattan,199,5,23,Medium,0
1823,Manhattan,340,7,38,High,302
1824,Manhattan,135,3,205,Medium,184
1828,Brooklyn,109,1,73,Medium,284
1829,Manhattan,290,2,70,Medium,339
1831,Manhattan,148,5,29,Medium,188
1833,Manhattan,150,6,23,Medium,0
1838,Brooklyn,125,3,124,Medium,158
1846,Brooklyn,170,7,41,Medium,0
1848,Manhattan,179,2,251,Medium,157
1854,Brooklyn,155,5,22,Medium,189
1855,Manhattan,135,1,225,Medium,19
1856,Manhattan,120,21,79,Medium,34
1866,Manhattan,130,3,26,Medium,23
1868,Brooklyn,200,2,267,Medium,266
1869,Brooklyn,150,3,11,Medium,0
1870,Manhattan,130,5,47,Medium,9
1876,Manhattan,175,7,23,Medium,0
1881,Manhattan,240,7,26,Medium,330
1882,Queens,400,2,47,High,361
1889,Brooklyn,200,2,11,Medium,0
1891,Manhattan,269,5,15,Medium,0
1895,Manhattan,349,3,17,High,356
1896,Manhattan,495,2,66,High,334
1899,Manhattan,999,10,30,High,365
1900,Manhattan,109,3,26,Medium,18
1901,Manhattan,175,3,50,Medium,1
1902,Manhattan,150,4,14,Medium,18
1905,Manhattan,175,1,33,Medium,0
1906,Queens,107,30,15,Medium,268
1910,Brooklyn,800,1,34,High,365
1911,Brooklyn,130,1,219,Medium,237
1913,Manhattan,260,6,23,Medium,0
1915,Brooklyn,140,2,11,Medium,35
1916,Manhattan,145,2,220,Medium,268
1922,Manhattan,300,30,93,High,284
1923,Manhattan,131,2,220,Medium,1
1928,Manhattan,160,1,187,Medium,221
1933,Brooklyn,120,5,145,Medium,0
1936,Brooklyn,250,2,82,Medium,0
1937,Manhattan,235,2,97,Medium,40
1940,Brooklyn,145,3,166,Medium,151
1942,Brooklyn,289,3,38,Medium,354
1943,Manhattan,120,30,17,Medium,231
1944,Brooklyn,149,5,26,Medium,14
1946,Manhattan,166,1,15,Medium,188
1948,Brooklyn,150,2,37,Medium,230
1950,Manhattan,195,2,12,Medium,90
1958,Manhattan,125,1,64,Medium,135
1960,Manhattan,176,7,33,Medium,0
1963,Brooklyn,249,3,31,Medium,365
1964,Manhattan,200,2,82,Medium,157
1966,Brooklyn,240,2,22,Medium,280
1968,Manhattan,125,2,71,Medium,199
1969,Brooklyn,149,29,86,Medium,125
1970,Brooklyn,170,1,315,Medium,275
1972,Manhattan,125,4,77,Medium,326
1986,Brooklyn,115,2,20,Medium,282
1987,Brooklyn,140,4,125,Medium,239
1991,Manhattan,113,3,71,Medium,343
1996,Manhattan,165,2,21,Medium,347
2000,Manhattan,110,3,213,Medium,281
2003,Brooklyn,140,3,93,Medium,65
2004,Manhattan,339,4,28,High,167
2007,Brooklyn,191,3,156,Medium,21
2008,Brooklyn,139,3,106,Medium,248
2010,Brooklyn,120,2,27,Medium,280
2017,Brooklyn,120,2,163,Medium,161
2018,Manhattan,2500,30,15,High,89
2019,Manhattan,175,25,49,Medium,188
2020,Brooklyn,107,2,147,Medium,27
2024,Manhattan,170,5,86,Medium,29
2025,Manhattan,150,3,90,Medium,184
2027,Brooklyn,110,3,28,Medium,34
2032,Brooklyn,165,4,37,Medium,343
2033,Brooklyn,160,5,152,Medium,281
2035,Manhattan,170,7,28,Medium,333
2036,Manhattan,105,2,233,Medium,294
2040,Brooklyn,890,3,26,High,341
2041,Manhattan,160,3,24,Medium,352
2042,Manhattan,145,2,157,Medium,221
2044,Brooklyn,150,3,136,Medium,301
2047,Manhattan,250,3,48,Medium,217
2051,Manhattan,125,2,153,Medium,161
2052,Manhattan,399,2,287,High,284
2054,Brooklyn,145,7,28,Medium,188
2056,Brooklyn,280,3,68,Medium,280
2057,Brooklyn,220,4,22,Medium,8
2058,Manhattan,190,28,28,Medium,283
2059,Manhattan,200,6,22,Medium,354
2063,Manhattan,199,29,12,Medium,31
2064,Manhattan,140,3,25,Medium,157
2066,Manhattan,295,7,92,Medium,316
2067,Manhattan,160,7,13,Medium,335
2068,Queens,349,1,30,High,365
2071,Manhattan,230,3,20,Medium,282
2074,Manhattan,118,30,116,Medium,228
2075,Brooklyn,125,20,35,Medium,311
2076,Brooklyn,195,29,55,Medium,233
2079,Brooklyn,155,2,20,Medium,0
2081,Manhattan,140,30,81,Medium,194
2085,Brooklyn,150,2,42,Medium,365
2086,Manhattan,179,3,209,Medium,202
2087,Brooklyn,135,1,67,Medium,348
2088,Manhattan,200,4,45,Medium,48
2091,Brooklyn,134,14,14,Medium,0
2095,Brooklyn,400,30,30,High,67
2096,Queens,115,2,74,Medium,314
2097,Manhattan,235,3,73,Medium,44
2098,Manhattan,125,7,50,Medium,188
2099,Manhattan,250,2,56,Medium,134
2102,Brooklyn,189,2,236,Medium,279
2108,Brooklyn,120,6,15,Medium,9
2112,Brooklyn,130,28,14,Medium,340
2115,Brooklyn,150,2,11,Medium,364
2117,Manhattan,190,3,159,Medium,244
2119,Brooklyn,150,30,48,Medium,0
2122,Manhattan,159,4,65,Medium,1
2125,Brooklyn,325,1,11,High,363
2126,Brooklyn,149,4,33,Medium,313
2127,Manhattan,200,10,35,Medium,51
2128,Manhattan,169,2,61,Medium,59
2132,Manhattan,199,2,54,Medium,322
2137,Manhattan,135,30,190,Medium,253
2140,Manhattan,165,3,281,Medium,177
2142,Brooklyn,350,5,12,High,0
2143,Queens,160,3,96,Medium,298
2145,Manhattan,170,5,25,Medium,177
2148,Manhattan,420,3,182,High,301
2149,Manhattan,119,3,17,Medium,0
2153,Manhattan,187,30,13,Medium,346
2155,Manhattan,950,3,28,High,357
2156,Brooklyn,275,4,81,Medium,310
2158,Manhattan,334,11,14,High,238
2160,Brooklyn,145,3,200,Medium,303
2162,Manhattan,130,20,33,Medium,11
2163,Manhattan,575,1,447,High,207
2165,Manhattan,300,3,108,High,318
2169,Manhattan,191,2,66,Medium,347
2170,Manhattan,135,7,70,Medium,44
2171,Brooklyn,195,7,98,Medium,94
2174,Brooklyn,350,3,41,High,22
2176,Queens,130,1,58,Medium,301
2177,Brooklyn,225,2,48,Medium,339
2184,Brooklyn,249,30,71,Medium,273
2189,Manhattan,110,3,49,Medium,0
2193,Manhattan,105,45,20,Medium,109
2196,Manhattan,165,60,11,Medium,311
2197,Brooklyn,125,2,45,Medium,0
2199,Manhattan,499,5,47,High,341
2202,Brooklyn,105,5,12,Medium,0
2204,Brooklyn,289,2,39,Medium,88
2208,Brooklyn,125,2,38,Medium,3
2209,Brooklyn,150,2,17,Medium,23
2215,Manhattan,1000,1,25,High,37
2216,Brooklyn,130,30,52,Medium,171
2217,Manhattan,499,6,127,High,303
2221,Manhattan,160,5,70,Medium,0
2222,Manhattan,195,4,128,Medium,278
2225,Brooklyn,195,3,173,Medium,273
2226,Queens,200,1,16,Medium,364
2227,Brooklyn,139,30,26,Medium,205
2228,Manhattan,190,30,31,Medium,84
2232,Manhattan,120,5,83,Medium,242
2234,Brooklyn,116,4,112,Medium,127
2236,Brooklyn,1395,1,55,High,362
2237,Manhattan,425,2,68,High,358
2238,Brooklyn,225,4,95,Medium,251
2239,Manhattan,159,5,16,Medium,0
2241,Manhattan,150,7,44,Medium,365
2242,Manhattan,199,1,116,Medium,300
2244,Manhattan,110,31,235,Medium,84
2247,Manhattan,120,1,360,Medium,240
2250,Manhattan,145,2,146,Medium,148
2256,Brooklyn,175,2,279,Medium,218
2257,Brooklyn,149,28,18,Medium,265
2258,Brooklyn,125,3,162,Medium,300
2260,Queens,160,2,13,Medium,56
2262,Manhattan,131,30,23,Medium,33
2263,Manhattan,250,30,17,Medium,327
2265,Manhattan,149,5,26,Medium,0
2266,Brooklyn,109,2,70,Medium,339
2267,Manhattan,185,2,243,Medium,127
2269,Manhattan,150,10,36,Medium,0
2272,Manhattan,300,5,44,High,87
2273,Manhattan,176,2,123,Medium,268
2279,Brooklyn,110,7,195,Medium,284
2284,Brooklyn,325,2,19,High,328
2285,Brooklyn,125,2,116,Medium,365
2287,Brooklyn,195,30,38,Medium,345
2289,Brooklyn,189,4,227,Medium,247
2290,Brooklyn,182,9,27,Medium,23
2291,Brooklyn,105,1,349,Medium,277
2292,Manhattan,240,1,67,Medium,321
2293,Brooklyn,185,4,95,Medium,215
2295,Manhattan,250,4,23,Medium,11
2296,Manhattan,650,30,36,High,256
2299,Brooklyn,550,3,21,High,1
2301,Brooklyn,175,6,32,Medium,291
2303,Manhattan,158,4,37,Medium,314
2305,Manhattan,209,1,23,Medium,365
2306,Brooklyn,150,2,21,Medium,3
2311,Brooklyn,125,2,16,Medium,0
2319,Manhattan,125,2,246,Medium,216
2320,Manhattan,140,3,126,Medium,228
2321,Brooklyn,120,3,13,Medium,201
2326,Manhattan,115,3,29,Medium,339
2328,Manhattan,199,3,42,Medium,330
2329,Manhattan,110,3,82,Medium,15
2333,Manhattan,133,14,19,Medium,279
2336,Manhattan,200,2,26,Medium,188
2337,Manhattan,175,3,19,Medium,194
2340,Brooklyn,300,5,34,High,365
2341,Manhattan,135,3,13,Medium,219
2342,Brooklyn,189,3,173,Medium,265
2345,Manhattan,179,4,27,Medium,0
2348,Brooklyn,140,3,60,Medium,197
2349,Manhattan,115,2,70,Medium,120
2350,Brooklyn,190,1,221,Medium,238
2353,Manhattan,109,2,292,Medium,231
2355,Manhattan,1000,30,24,High,364
2362,Brooklyn,105,1,127,Medium,88
2364,Manhattan,129,1,96,Medium,324
2366,Brooklyn,139,1,284,Medium,160
2369,Brooklyn,499,2,126,High,256
2371,Manhattan,200,4,26,Medium,0
2372,Brooklyn,152,5,13,Medium,241
2374,Brooklyn,212,2,51,Medium,147
2384,Brooklyn,160,2,31,Medium,0
2387,Manhattan,225,2,136,Medium,10
2390,Brooklyn,200,2,80,Medium,109
2391,Manhattan,190,4,25,Medium,0
2392,Brooklyn,117,2,43,Medium,88
2397,Manhattan,125,1,85,Medium,301
2398,Manhattan,130,2,32,Medium,184
2400,Manhattan,125,2,228,Medium,53
2401,Manhattan,199,7,30,Medium,184
2403,Brooklyn,155,4,125,Medium,297
2413,Manhattan,285,2,124,Medium,131
2414,Queens,119,7,11,Medium,143
2415,Brooklyn,137,2,59,Medium,80
2416,Manhattan,190,2,191,Medium,282
2418,Brooklyn,120,3,155,Medium,18
2424,Manhattan,125,2,28,Medium,179
2425,Brooklyn,150,2,213,Medium,288
2427,Manhattan,148,3,14,Medium,365
2434,Manhattan,240,4,77,Medium,21
2436,Queens,150,1,109,Medium,358
2438,Brooklyn,179,3,146,Medium,282
2439,Brooklyn,105,1,374,Medium,69
2444,Manhattan,135,1,17,Medium,365
2446,Manhattan,290,1,21,Medium,128
2448,Queens,110,3,23,Medium,14
2452,Brooklyn,275,4,27,Medium,197
2456,Manhattan,200,2,52,Medium,193
2457,Brooklyn,225,3,56,Medium,55
2458,Manhattan,135,1,190,Medium,105
2461,Brooklyn,350,2,23,High,188
2467,Brooklyn,125,1,153,Medium,1
2470,Brooklyn,165,3,130,Medium,0
2471,Brooklyn,250,5,11,Medium,34
2472,Brooklyn,135,4,12,Medium,365
2476,Manhattan,125,1,92,Medium,247
2477,Brooklyn,147,7,42,Medium,365
2478,Manhattan,300,3,66,High,286
2480,Brooklyn,102,2,24,Medium,0
2484,Manhattan,595,3,106,High,247
2485,Manhattan,165,3,21,Medium,363
2486,Brooklyn,181,3,153,Medium,174
2489,Brooklyn,155,2,114,Medium,314
2500,Brooklyn,240,1,77,Medium,116
2501,Manhattan,150,3,18,Medium,0
2503,Manhattan,269,5,18,Medium,179
2505,Brooklyn,250,5,49,Medium,0
2507,Manhattan,350,3,27,High,22
2509,Brooklyn,295,2,114,Medium,79
2512,Manhattan,150,12,16,Medium,35
2514,Manhattan,219,6,45,Medium,188
2515,Manhattan,119,4,106,Medium,23
2517,Manhattan,140,5,90,Medium,16
2519,Manhattan,144,4,27,Medium,0
2522,Brooklyn,115,2,57,Medium,288
2523,Manhattan,1899,7,18,High,0
2525,Manhattan,140,14,51,Medium,298
2528,Brooklyn,131,4,68,Medium,5
2531,Manhattan,145,30,12,Medium,342
2532,Manhattan,145,2,64,Medium,132
2535,Manhattan,150,1,28,Medium,364
2537,Manhattan,399,3,108,High,351
2542,Manhattan,465,30,11,High,273
2543,Brooklyn,151,1,173,Medium,213
2546,Brooklyn,160,3,24,Medium,365
2550,Manhattan,300,3,19,High,0
2557,Brooklyn,147,3,14,Medium,0
2558,Manhattan,145,2,26,Medium,269
2562,Brooklyn,120,3,13,Medium,327
2568,Brooklyn,188,3,38,Medium,261
2572,Manhattan,250,3,155,Medium,159
2577,Manhattan,199,3,35,Medium,69
2581,Manhattan,169,7,11,Medium,24
2582,Brooklyn,150,2,24,Medium,296
2585,Brooklyn,150,3,52,Medium,342
2588,Manhattan,190,3,123,Medium,248
2590,Brooklyn,225,3,230,Medium,259
2591,Manhattan,185,3,141,Medium,258
2598,Queens,145,2,30,Medium,278
2600,Manhattan,210,5,11,Medium,8
2605,Manhattan,199,1,141,Medium,130
2606,Manhattan,219,1,78,Medium,301
2608,Brooklyn,175,30,58,Medium,220
2612,Brooklyn,140,2,24,Medium,255
2613,Manhattan,105,1,16,Medium,308
2615,Brooklyn,131,7,140,Medium,32
2616,Manhattan,265,4,95,Medium,257
2623,Manhattan,120,3,90,Medium,173
2625,Manhattan,180,4,28,Medium,280
2627,Manhattan,111,2,77,Medium,259
2634,Brooklyn,250,5,25,Medium,220
2635,Brooklyn,120,1,226,Medium,274
2637,Brooklyn,199,28,33,Medium,315
2638,Brooklyn,450,3,82,High,258
2641,Manhattan,350,3,53,High,87
2645,Manhattan,260,1,320,Medium,253
2647,Brooklyn,125,3,23,Medium,77
2648,Brooklyn,195,2,220,Medium,287
2651,Manhattan,200,4,68,Medium,21
2655,Brooklyn,275,3,20,Medium,257
2656,Brooklyn,162,2,11,Medium,0
2658,Manhattan,285,5,11,Medium,173
2659,Manhattan,120,7,64,Medium,184
2660,Manhattan,120,1,76,Medium,314
2661,Manhattan,210,2,140,Medium,319
2662,Brooklyn,160,30,25,Medium,363
2676,Brooklyn,175,3,62,Medium,213
2679,Brooklyn,175,3,199,Medium,272
2683,Brooklyn,171,2,34,Medium,243
2686,Manhattan,160,3,220,Medium,24
2689,Manhattan,125,3,232,Medium,47
2691,Brooklyn,300,2,16,High,41
2692,Manhattan,112,1,196,Medium,71
2697,Manhattan,140,2,149,Medium,16
2704,Manhattan,220,2,13,Medium,3
2705,Manhattan,178,32,132,Medium,211
2713,Manhattan,300,2,23,High,365
2714,Manhattan,175,1,152,Medium,248
2717,Manhattan,169,2,33,Medium,340
2719,Brooklyn,155,3,227,Medium,244
2720,Brooklyn,165,2,80,Medium,188
2724,Manhattan,150,30,18,Medium,135
2725,Brooklyn,120,4,26,Medium,10
2726,Queens,349,1,26,High,365
2730,Brooklyn,110,3,23,Medium,159
2732,Manhattan,179,3,201,Medium,256
2735,Queens,140,2,13,Medium,0
2737,Manhattan,299,2,26,Medium,88
2738,Brooklyn,104,12,11,Medium,15
2745,Brooklyn,345,2,78,High,185
2746,Brooklyn,150,3,17,Medium,0
2750,Brooklyn,145,4,18,Medium,0
2753,Brooklyn,190,3,17,Medium,167
2756,Brooklyn,275,2,195,Medium,331
2757,Brooklyn,250,1,87,Medium,272
2762,Manhattan,220,4,60,Medium,332
2763,Manhattan,159,2,114,Medium,46
2767,Manhattan,299,1,200,Medium,100
2769,Brooklyn,115,4,12,Medium,0
2770,Brooklyn,229,3,38,Medium,364
2772,Manhattan,1100,2,17,High,364
2777,Brooklyn,170,3,134,Medium,209
2781,Manhattan,140,5,50,Medium,328
2785,Manhattan,138,7,14,Medium,13
2786,Brooklyn,115,2,121,Medium,39
2788,Manhattan,269,2,68,Medium,311
2789,Brooklyn,160,30,13,Medium,252
2791,Manhattan,121,7,76,Medium,151
2798,Brooklyn,224,2,229,Medium,257
2801,Manhattan,135,31,177,Medium,340
2802,Manhattan,175,3,105,Medium,274
2803,Queens,250,3,184,Medium,84
2804,Manhattan,156,2,31,Medium,3
2807,Manhattan,104,30,27,Medium,137
2808,Brooklyn,280,1,124,Medium,359
2810,Brooklyn,136,30,50,Medium,0
2811,Manhattan,550,4,17,High,201
2812,Brooklyn,190,2,95,Medium,349
2813,Manhattan,199,2,29,Medium,361
2816,Manhattan,125,1,15,Medium,362
2821,Queens,188,2,260,Medium,312
2825,Manhattan,125,2,59,Medium,360
2830,Manhattan,155,1,123,Medium,170
2832,Manhattan,300,5,31,High,278
2834,Manhattan,120,7,19,Medium,245
2836,Manhattan,240,7,19,Medium,158
2841,Manhattan,175,5,116,Medium,299
2844,Manhattan,420,2,285,High,294
2845,Brooklyn,120,3,142,Medium,37
2847,Brooklyn,200,120,12,Medium,306
2851,Manhattan,160,2,44,Medium,0
2852,Brooklyn,142,4,41,Medium,151
2853,Queens,120,3,12,Medium,365
2855,Brooklyn,130,7,26,Medium,182
2857,Brooklyn,600,1,48,High,89
2864,Brooklyn,175,3,158,Medium,317
2866,Manhattan,194,2,141,Medium,340
2867,Manhattan,150,3,19,Medium,9
2870,Brooklyn,120,4,72,Medium,284
2871,Manhattan,155,4,13,Medium,0
2872,Manhattan,150,7,40,Medium,0
2873,Manhattan,140,6,36,Medium,71
2875,Brooklyn,150,3,94,Medium,250
2876,Brooklyn,135,2,127,Medium,354
2877,Brooklyn,140,2,45,Medium,31
2878,Brooklyn,130,3,220,Medium,0
2879,Manhattan,150,2,121,Medium,225
2880,Brooklyn,115,3,185,Medium,163
2881,Brooklyn,130,3,229,Medium,259
2882,Manhattan,380,6,29,High,365
2884,Manhattan,125,2,21,Medium,363
2886,Queens,110,9,11,Medium,362
2888,Brooklyn,135,3,173,Medium,277
2889,Manhattan,200,3,20,Medium,0
2898,Manhattan,139,1,203,Medium,32
2899,Manhattan,226,3,25,Medium,80
2901,Manhattan,195,5,52,Medium,0
2902,Brooklyn,104,59,48,Medium,122
2904,Manhattan,310,4,12,High,358
2908,Manhattan,250,6,79,Medium,137
2909,Manhattan,104,30,24,Medium,57
2911,Manhattan,150,30,18,Medium,340
2912,Manhattan,195,30,17,Medium,333
2913,Manhattan,350,30,14,High,327
2921,Brooklyn,224,31,14,Medium,219
2925,Manhattan,110,30,128,Medium,314
2927,Queens,200,4,24,Medium,157
2936,Brooklyn,115,3,146,Medium,277
2940,Manhattan,200,7,11,Medium,11
2942,Brooklyn,215,3,59,Medium,356
2945,Brooklyn,159,3,11,Medium,77
2947,Brooklyn,125,15,53,Medium,5
2948,Manhattan,120,4,182,Medium,72
2956,Brooklyn,110,3,23,Medium,67
2959,Manhattan,185,3,65,Medium,106
2962,Brooklyn,220,7,18,Medium,156
2968,Brooklyn,160,2,19,Medium,0
2969,Brooklyn,115,3,200,Medium,256
2971,Manhattan,119,2,27,Medium,325
2972,Brooklyn,120,2,92,Medium,311
2973,Manhattan,439,5,79,High,154
2975,Brooklyn,199,2,25,Medium,5
2977,Queens,195,3,231,Medium,304
2978,Brooklyn,180,30,183,Medium,0
2980,Brooklyn,115,2,210,Medium,106
2982,Manhattan,180,3,18,Medium,72
2984,Manhattan,300,2,65,High,350
2987,Queens,140,2,40,Medium,20
2988,Manhattan,123,5,14,Medium,0
2989,Manhattan,200,2,119,Medium,216
2991,Brooklyn,250,3,144,Medium,128
2994,Manhattan,109,2,26,Medium,139
2996,Manhattan,260,5,13,Medium,167
2997,Manhattan,555,3,111,High,191
3000,Manhattan,199,1,29,Medium,339
3002,Brooklyn,195,3,78,Medium,312
3003,Brooklyn,185,3,115,Medium,314
3004,Manhattan,400,7,19,High,46
3005,Manhattan,200,2,144,Medium,263
3011,Manhattan,179,4,127,Medium,17
3017,Manhattan,116,1,43,Medium,0
3019,Manhattan,110,1,233,Medium,17
3021,Manhattan,200,60,74,Medium,233
3022,Manhattan,390,5,108,High,156
3026,Brooklyn,120,7,39,Medium,50
3027,Manhattan,143,2,37,Medium,364
3030,Manhattan,150,3,50,Medium,152
3032,Brooklyn,175,2,85,Medium,287
3034,Manhattan,184,4,22,Medium,12
3043,Manhattan,175,3,258,Medium,235
3046,Brooklyn,190,2,11,Medium,331
3047,Brooklyn,107,3,143,Medium,23
3048,Manhattan,150,1,26,Medium,0
3052,Brooklyn,179,2,15,Medium,0
3053,Queens,110,1,92,Medium,147
3054,Brooklyn,245,2,14,Medium,65
3055,Manhattan,799,6,40,High,365
3059,Brooklyn,275,5,16,Medium,12
3060,Brooklyn,250,4,134,Medium,222
3062,Brooklyn,135,3,190,Medium,267
3072,Manhattan,175,2,25,Medium,273
3073,Brooklyn,125,2,240,Medium,242
3074,Manhattan,185,1,80,Medium,0
3078,Manhattan,455,30,93,High,332
3080,Brooklyn,193,3,164,Medium,256
